	Feature ID	S10-V5-Q-B61-calc	S14-V5-P-B17-calc	S15-V5-R-B78-calc	S16S17-V5-K1-G12-root	S16S17-V5-K2-G12-root	S18S19-V5-L-B17-root	S20S21-V5-M-B61-root	S22S23-V5-N-B78-root	S8-V5-O-G12-calc	Taxon
217	4d4c4b45daab81ddbb605672ec203935	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces dentalis
218	8991bf70a3f06f9531d9a96e18d771c3	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_502138; f__Devosiaceae; g__Devosia_A_502124; s__Devosia_A_502124 ginsengisoli
219	448a8e2e36de7d482bedb7c09eb7b8c0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
220	a516a7dc353b93748f87c043d4a04e27	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796
221	05d4433d0f88287cb051022690227042	0.0	0.0	0.0	18.0	14.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae
222	d8ad6f43d8507092efb6946d6ebdb51d	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501396; f__Rhizobiaceae_A_499470
223	01ede6a84b9f4404884fd5f2888a9fac	4.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae
224	e1dabbd142ea4cfebd2b7b82917988f3	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__Thermomicrobiaceae; g__Nitrolancea; s__Nitrolancea hollandica
225	5fe8bc0f97076881ad28167713c82fe8	12.0	0.0	0.0	0.0	0.0	0.0	8.0	9.0	0.0	d__Bacteria
226	04bccba40cf7c05547f19495b542b37f	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoanaerobaculum
227	6a10ee5f6304242ff04b3901a982e004	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__; g__; s__
228	dd00fe41ec71a53e6733db499a890faf	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	d__Bacteria
229	1d27bddd9148659e8a5e8f1352da4b18	0.0	9.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae_42771; g__Selenomonas_B_42762; s__Selenomonas sputigena
230	ceb8faabddfc8940a1ff56abd848e6fe	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504721; f__Methyloligellaceae; g__Methyloceanibacter
231	89f5d5fb3befe568f0d49b8e5cb52499	0.0	0.0	0.0	0.0	0.0	15.0	13.0	0.0	0.0	d__Bacteria; p__Nitrospirota_A_437815; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae
232	1ef89cd0d17b92264bd1244c59c1b622	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	d__Bacteria
233	3c8bb71d557fd7482f8ad8d0991d91c4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae
234	f5ab7b881030832859f1811034f71516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea_394555
235	5cfee5ff52c192f03ba226d141c5a5b9	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium
236	48ed0e8a8289d3f17a452d26109368aa	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	d__Bacteria
237	48bb6b7c704bda9d761c4920019c00f1	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera
238	92e1b1e626c90b0cebc7c91aee0201f8	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae_409200; g__Flexilinea; s__Flexilinea sp902786265
239	39734d903ee84508c80e1b752c7b079c	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae
240	4d986e9b96b6c3b190e32fe3e92275a0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae
241	42f3d4c0b88262626470be0e4251778f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705
242	187d2d873d83d6e881e1d1e3e095dc78	0.0	0.0	0.0	7.0	11.0	7.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_G
243	a0cd845ee1e48512466d1b97f6eaedb3	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	d__Bacteria
244	4b39aa45ad96b9e5f5d6f4fd3779198f	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__UBA1268; g__; s__
245	5cf3b70e108f165a23f2ddba5c73f34e	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
246	cf9b0b03f5e9dd5bea62fa75e5cc42ca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
247	09827f082f89a522f4194f586ccfdee9	4.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	d__Bacteria
248	926dcdbe797973d43779b20e71badd46	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Lancefieldella; s__Lancefieldella sp000564995
249	63a2a17b9eda2969af2e9a3a12108354	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae
250	9d1ba6405906e33cd5c6338b11914d90	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium
251	1a49bf43db07e0976bde52259fa2b152	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae
252	1bc8caa9202dfeb5c1314ea8c7386d02	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__UBA10030; o__UBA10030; f__UBA10030; g__2-02-FULL-55-14; s__2-02-FULL-55-14 sp001802945
253	da1ddb0067cf212c5040630c91f36d72	0.0	0.0	0.0	0.0	0.0	17.0	0.0	7.0	0.0	d__Bacteria
254	78c76e843968d725699a6667c740b0ff	0.0	0.0	0.0	0.0	0.0	14.0	0.0	10.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
255	cc77d9e88382d849aab3cda3c4193d54	17.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria
256	ca8bdd0422cc65524b5aa61270fbbb78	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597433; f__SG8-39; g__SCGC-AG-212-J23; s__SCGC-AG-212-J23 sp005881595
257	76b728bcaef936d326e5e382f4857bfb	0.0	0.0	0.0	8.0	15.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
258	38c92d30359706165e02cedfe3957eb0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Lysobacter_A_615995
259	33a1216469edaa3c5944f6ebedc9670a	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
260	b95bb4c417c98764de606e5ea30a310c	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6
261	aa7780d78aa0cfbf93bfb7ee64a1e924	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__Treponemataceae; g__Treponema_C; s__Treponema_C maltophilum
262	b47a46b1602991c0cea3e3ed70675b09	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae
263	59d5b4b2327d75fea4badf59b8133c6e	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__SZUA-252; f__SZUA-252; g__WS-7; s__WS-7 sp005893275
264	385f03930f826c4cc9746be1aa1099a0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	6.0	0.0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales
265	a80f7bb2977b574ca84095700571b7a1	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	d__Bacteria
266	c912b09aa6dc843c7b540206cdab1330	6.0	0.0	0.0	0.0	8.0	0.0	7.0	0.0	0.0	d__Bacteria; p__Eisenbacteria; c__RBG-16-71-46; o__RBG-16-71-46; f__RBG-16-71-46; g__RBG-16-71-46; s__RBG-16-71-46 sp001780165
267	2c91f4d0885e23406c691c702a4cfe7c	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
268	2fd716ebb0445e0fda34195b1fa3788f	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrososphaeraceae
269	0af7fe09f325b5203a4b30c935445b1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales
270	56a55b9594ae0c4979c79ac371041e5a	8.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfomicrobiaceae; g__Desulfomicrobium; s__Desulfomicrobium orale
271	930e03cbc2f5eef7760b96fd8229a03a	7.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Butyricicoccaceae; g__Butyricicoccus_A_77419; s__Butyricicoccus_A porcorum
272	521a70377ef820b019dee57eb8b5a0f8	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993777; f__Leptotrichiaceae; g__Leptotrichia_A_993641; s__Leptotrichia_A sp001274535
273	f7168d7b5980a0b89159028682898deb	0.0	0.0	0.0	13.0	7.0	0.0	0.0	0.0	0.0	d__Bacteria
274	1b53f3bd1d22407f7f9a719a835c21b4	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501582; f__Pleomorphomonadaceae; g__; s__
275	4823c2a90273aea988f0c4128f8a7fc9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	d__Bacteria; p__Patescibacteria; c__UBA1384; o__UBA12157_A; f__UBA12157; g__GWE1-39-12; s__GWE1-39-12 sp001029735
276	1d5506f847747b23f3657e89aee2b434	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoanaerobaculum
277	e95806975abb134addc7defb23aa3f64	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae
278	cfa6c2ccf59ec1effdbac35bb1df0406	0.0	0.0	0.0	11.0	8.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurimonadaceae; g__Sulfurimonas
279	c9a5abab99011302a549b8f5e97dee39	0.0	0.0	0.0	6.0	0.0	0.0	13.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441
280	359df1a652e0a4eb74534456cf908cf6	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
281	311f66e1cc651f5a3b9e50319218e7a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	d__Bacteria
282	0a84ee95e144d2490dbc511f87e5cd99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597432; f__Rhodocyclaceae
283	ffeea51594f0e453244075febda9b222	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Syner-03; s__Syner-03 sp002839185
284	c4771a613423a2649c5025689bc910fe	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9
285	b4b529f1905241f1de1cfeb1cb0af99c	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
286	55848ef102c86b07ceb291fb951951b0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	d__Bacteria; p__Actinobacteriota
287	dbb5a5c405d1d79a32c3aacd485a5a2b	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5704; f__QQVD01; g__WTGL01
288	fbe3bc796e5ec81590a22764f8761449	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	d__Bacteria; p__Krumholzibacteriota; c__Krumholzibacteria; o__LZORAL124-64-63; f__LZORAL124-64-63; g__; s__
289	1e3157193f3b15ca8146bf3f9d276e28	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993777; f__Leptotrichiaceae; g__Leptotrichia_A_993758
290	46fb6404a102d62440df37c761b1b0ef	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
291	608a3d3ce13be90d1bbe503c71bb4718	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas
292	cf54d592c0c0bf6f381f1f4247c46e03	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485
293	913d02e26fa0e0e67798781a0c4e3195	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	d__Bacteria
294	41bb725e655a0ca26044e072a2584e7f	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales
295	5e6bff3e0d237be9d30479545853b036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
296	f2565af7300710f6258846430c80bb6e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__CAG-74
297	3a7dbc443a5c44a6ff6ae5cc3acaef73	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium matruchotii
298	3023da26dffe757975f0e3a81a5ef592	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales
299	8c661f51c0064ede0f8ef0e34e9eb45d	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__Endomicrobiales; f__Endomicrobiaceae
300	b81880ea871aa0b59a66e42465e71dd6	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	9.0	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter_B; s__Campylobacter_B gracilis
301	f88fabff83f18a74a3653d132e67a892	0.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales
302	c3ed0a9a496d65081221b6b8d7392cad	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium
303	7e2824cc11db62a2a67b5ed82cbd61f1	0.0	0.0	0.0	0.0	0.0	11.0	5.0	0.0	0.0	d__Bacteria
304	29b92faf88559063c5204a461936039b	0.0	0.0	0.0	0.0	0.0	6.0	0.0	10.0	0.0	d__Bacteria; p__Firmicutes_D; c__Bacilli
305	3e034e891ac45f40ac4a58329890f4a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Bergeyella_A_791830
306	f40732cae6f3a29865e58826b2951a87	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968; f__UBA9968
307	382d76afbaff59af0461612642a9830e	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Arachidicoccus
308	20663eb0417d0f1a2de34b959ee6bbbb	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Luteolibacter_776538
309	6f541864c7adf1217b7452d8ba3a6c1c	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales
310	777949ad9f9e0e35b293c1c22e695771	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria
311	22f661fd90e0176ea3641cdf8b0035f4	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella loescheii
312	aa9c76fe3feb01b55095dea5c135c132	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales
313	e22ba91eebb129ae55a4198ed27fe75e	0.0	0.0	0.0	5.0	9.0	0.0	0.0	0.0	0.0	d__Bacteria
314	1d267d9a5e5ead67d0ed46825d84b49c	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae
315	d140a45dbf8bbd0bdc9aac3c454ccd05	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium sp000783305
316	786b7021a023910ea67d659753dc5729	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria
317	4c41fd296925129f1f46a331cd0e2d0e	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae
318	536f2016e01ad0a18578d9f1ad896a41	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera; s__Nitrososphaera sp002501845
319	a04ce9af5421aacf6c550b63b5a81582	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	d__Bacteria; p__Acidobacteriota
320	5baeac5b8323b318135bfbad8f1ca8c3	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	d__Bacteria; p__Nitrospirota_A_437815; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae
321	5134a9c8faa8b7d46f93ec6c7759fbd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
322	3e1ac265636259c8afde0a75b153704a	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597432; f__Rhodocyclaceae
323	877035cf2c3a4a12c6a83e6e5a053fdc	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__RF39; f__UBA660
324	9760fbaeb82d093fac8e11596a369519	0.0	0.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650612; f__Pseudohongiellaceae; g__Pseudohongiella; s__Pseudohongiella sp004535785
325	33f8663560b941e70c1c6fcd8bb0f0ee	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__PALSA-1355; g__PALSA-1355; s__PALSA-1355 sp003153375
326	788acc3ea366edaea195a3f8d57c078b	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522
327	75fea68bc4ef53dbd2ec520fec172e35	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales
328	a90899d75d263e9691a1abd12db49caf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	d__Bacteria
329	f729f327dc5260097a38b1441747987f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	d__Bacteria; p__Planctomycetota; c__Planctomycetia
330	e98401a92acbc4f33edc54342a5a4c25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597433; f__SG8-39; g__SCGC-AG-212-J23; s__SCGC-AG-212-J23 sp005881595
331	827978d2518ab18f2f1781fb169c717e	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Chlamydiota; c__Chlamydiia
332	416d47c67813a8bdd56653b73320220c	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705
333	7633da5aea330929a5a91150afd17372	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	d__Bacteria
334	d720d818bdd756f2f22ff50e8cfbe683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__; s__
335	fb329169056dd9fd5e9d355ba6dc77d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis
336	864b16061d35eb1c57443bcc63500b5b	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales
337	b8a22c20fdae8f586ddb14f46086e76b	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria
